"","Dim 1","Dim 2","Dim 3","Dim 4","Dim 5"
"Creativity, Problem-solving, Communication",-1.58278706706657,0.416413715664839,-0.285448991718603,-0.570928119197275,-0.947388801086391
"Creativity, Problem-solving, Communication, Networking",0.0237109651682308,2.63549571841515,0.815503079475948,-0.0835798774029166,1.07768713313645
"Problem-solving",0.760290765457044,0.0843164077056002,0.646069075514105,-0.923592647709695,0.393737703468133
"Problem-solving, Communication",0.187266658870216,-0.460150182863032,-0.495495897460913,-1.89183561549234,1.34728523423337
"Problem-solving, Communication, Networking",-0.794751982302686,-0.444086385897602,-0.017458751218736,-0.162420302669701,0.129966659395215
"Problem-solving, Networking",-2.26379471033436,-0.352313309340413,0.775516366558293,-0.308267315926689,1.27625107631601
"Technical skills",1.00041918833169,0.0117852194399893,0.3054409368057,-0.21530879921725,-0.254723946841631
"Technical skills, Communication",0.869473172466194,-0.0899094281401289,3.37085021253085,-0.894543561175507,-1.09964704153
"Technical skills, Creativity",0.19128364505366,-0.554573536293478,0.0863884780799631,-0.172121206695051,0.58943602686035
"Technical skills, Creativity, Communication",0.761863586077962,-0.198436421188836,-0.953269192773758,0.628045572447309,1.48202099088445
"Technical skills, Creativity, Communication, Networking",0.501252416484998,-0.703167829409492,0.0627036231816565,-0.0621962820384974,0.477550366961708
"Technical skills, Creativity, Networking",0.834908752789983,1.07583419418132,-0.150149309527955,-0.653273745539649,-0.307765296584331
"Technical skills, Creativity, Problem-solving",0.484976998926459,-0.836232430785045,0.544019192359957,0.841982437249695,0.762807368640893
"Technical skills, Creativity, Problem-solving, Communication",0.484156485105255,-0.0383932319606663,-0.52269168040761,0.427367960037277,0.46340423830377
"Technical skills, Creativity, Problem-solving, Communication, Networking",0.182919740146887,0.0716060321234697,-0.458310701588041,1.39585423606124,0.0826421507322234
"Technical skills, Creativity, Problem-solving, Networking",2.29514182876332,-3.05680374834746,2.01874759046946,2.41878370095902,1.13870746729249
"Technical skills, Networking",-1.19761045192099,-0.277427940695836,-1.14645385578598,-1.77934179722297,-0.030549795472732
"Technical skills, Problem-solving",-0.220463683604927,-0.518683568850558,0.126564777782346,0.558120332743885,0.311203700815811
"Technical skills, Problem-solving, Communication",-0.139635262684659,-1.06931604129425,0.259717768554814,1.23000295666645,-0.181015140027386
"Technical skills, Problem-solving, Communication, Networking",-0.312219228239314,-0.168882150565829,-0.763665799060339,1.32458384807509,-0.767159153845672
"Technical skills, Problem-solving, Networking",-0.113969284627403,-0.74548360631241,-0.155263387291818,0.170134745307745,-0.381940867200751
"Below Lower Middle",1.19729324193178,-0.773600399897583,0.753974987707248,-0.0368939185229434,0.891737575799037
"Elite Class",1.1579781885906,-0.0822198716493779,0.199370715422848,-0.526072617896035,-0.276583520727107
"Lower Middle Class",-0.0650041503400582,-0.0460860158896877,0.0181942423082863,-0.473548362872982,0.302725068858454
"Upper Middle Class",-0.18800889981428,0.0965585317155052,-0.0887310709989113,0.509670089984174,-0.277530277615416
"FirstChoice_no",0.507556306297945,1.37230437553841,-0.217067744198147,0.061920075101724,-0.177047726298887
"FirstChoice_yes",-0.118198043932398,-0.319577731289766,0.0505500226214863,-0.0144197435168398,0.0412302924257682
"Neutral",-0.00130612885310356,0.136977308457484,-0.408489970739232,-0.0586532630655022,-0.0632845755148614
"Poorly",0.419321112073301,1.02580931673926,1.92334869006164,-0.176472930067103,-0.193108379383636
"Very poorly",0.840856290796474,0.183151763551301,-0.0518423441243997,-0.363303979074114,0.516468667466087
"Very well",0.761090371579631,-0.821970932632912,0.80423711129516,0.0165998195199753,0.274873120455257
"Well",-0.357325563352484,-0.422927761393825,0.00859038513412645,0.196371638658121,0.0561088381699781
"Switch_maybe",0.382201021226139,0.425168845306277,-0.823473313878714,0.398261014391556,0.0843903480903457
"Switch_no",-0.236010361059793,-0.432046330313451,0.0965087787964517,-0.0669211047637846,0.208930416860939
"Switch_yes",0.182597687678487,0.546906832018192,0.442165748121693,-0.172784742331698,-0.489119002435834
"Recommendation_maybe",0.0480921596422845,0.390612657700294,-0.667218701001286,-0.301954176459051,0.169954739344074
"Recommendation_no",0.51391317400871,0.0355774217179903,0.160510331588892,-0.561598897723564,-0.218444567027561
"Recommendation_yes",-0.209944805185369,-0.202870561971057,0.266201919156713,0.350708822657133,-0.00335085233540083
